3	该模型可以清楚地提取出事件的重要信息增长点,并有效滤除大量无用重复的微博对事件态势的评估.
3	目前适于从海量早期申请中发掘潜在高价值专利的方法研究较少,本方法能够在专利申请早期发挥作用,同时具有预测准确率高、处理数据量大、模型可解释性好的优点.
3	学说确定了发展具有竞争力的本国信息技术产业、提高俄军信息对抗能力、构建国际信息安全体系等保障信息安全的战略目标,反映出俄罗斯旨在通过新版学说的实施维护国家信息安全,并从战略层面防止和遏制与信息技术相关的军事冲突.
3	国外关于VR技术与图书馆的研究主要集中在三个方面:图书馆虚拟场景的设计研究、VR技术与设备在图书馆中的应用研究、Second Life虚拟图书馆的研究.
3	在线教育模式在不同层次不同方面均有巨大的发展空间，影响在线教育发展的多个具体因素相互之间也存在区别，在线教育产品应当注重内容的品质与来源，更大程度的提供开放资源，注重功能的多样性和系统的稳定性，有针对性的提供用户服务，使用户满意度提升，促进其产品的可持续发展。
1	为了探索危机事件中网络信息表征对用户持续分享意愿的影响机制,通过对网络中不同表征的信息进行分类和定级,对危机信息进行差异化监控与治理,并从信息表征的视角强化正面信息的用户持续分享意愿.
3	其研究发现:a.突发公共事件中,交互情景嵌入、情感情景嵌入及关系情景嵌入通过耦合性启发中介作用对信息级联产生显著正向影响;b.场域依存性在交互情景嵌入、情感情景嵌入及关系情景嵌入对耦合性启发影响路径中的调节效应均显著,群体同质性在耦合性启发对用户信息级联影响路径中具有显著正向调节效应;c.场域情景嵌入与耦合性启发对信息级联的影响效应,在人口统计学上存在显著性差异.
3	战略情报预测模型是谋求将定量方法应用于战略情报预测的尝试性探索.该模型无法完全替代情报分析人员的分析研判工作,但它突出了对假设和证据的管理,引入了指标体系、多元假设、概率评估等元素,增强了战略情报预测分析的科学性.该模型还可作为情报工作模式变革的牵引器,尤其是为人工智能技术在情报分析领域的应用搭建了平台.
2	在参考前人研究成果的基础上,提出期刊零被引的计算方法,利用中国引文数据库和中文社会科学引文数据库的数据计算国内14种图书情报学期刊的零被引率.
2	结合学术社区用户的相关知识需求分析,提出了虚拟学术社区知识聚合的目标——知识共享、知识管理、知识创新和知识推送;进而又提出了基于主题的虚拟学术社区知识聚合模型和基于SECI的虚拟学术社区知识聚合模型,并对这两种模型的相关理论进行了深入细致的剖析,在结合理论学习与创新的基础上建立了融合主题与SECI模型的虚拟学术社区知识聚合整体模型构架.
2	文章以CNKI中2006-2017年国内关联数据研究的700多篇文献为基础数据,采用突变检测并结合共词分析方法,从突变权重排序、突变词主题时区视图和突变共词聚类知识图谱等不同角度分析关联数据领域研究热点及其新兴趋势演化轨迹.
3	研究表明,愈演愈烈的多人合作是该领域科研产出二次项增长态势的主要推力;科学影响力的国际合作地域与作者规模呈现不均衡发展.
1	通过网络表示学习方法学习和发现作者间的关联性,提高推荐准确率,更好地进行关联推荐.
3	研究发现,数据互操作、领域本体标准化、个性化语义、自动化工具和数据版权是未来文化遗产语义组织发展的关键.
3	研究表明欧美重要智库主要作用体现为相对独立的展开问题调研和组织公共讨论，其特点反映了西方主流政治社会传统的影响。而中国业已建立系统门类齐全的智库体系，但仍存在理论创新不足、高质量成果少、社会参与不够、国际话语权有限等弊端，应从制度上推进决策咨询程序化、明确功能定位，资金上健全捐助渠道、完善运作机制，管理上加强社会推介、用活综合手段，推动中国特色新型智库的创新发展。
2	在大众创业、万众创新的视角下分析当前中国产业信息需求以及现有模式在满足需求方面的不足,在此基础上构建新型的产业信息服务模式.
3	实验表明与未经过扩展的分类方法相比,分类准确率分别提高5.5％至8.4％,证明该方法能够有效提高文本自动分类的分类效果.
2	提出一种基于研究主题对比的单篇学术论文创新力评价方法.该方法首先利用Keygraph算法提取代表论文研究主题的关键词,然后,将论文的研究主题与科学研究前沿主题进行相似度计算,最后,结合期刊影响因子和Altmetrics两项外在指标提出一种论文创新力综合评价模型.
3	研究结果表明,在制定图书馆政策过程中,政策制定者为化解制度逻辑冲突及其合法性危机,可采取建立广泛的政策网络、多层次渐进式协商、充分运用策略空间、变更政策类型、构建政策修正机制等行为来平衡政策参与者的利益.
1	系统分析与介绍欧盟开放数据的元数据标准,以期为我国的开放政府数据元数据建设提供有益的参考和借鉴.
1	目前老年用户在使用健康信息的过程中得不到满足,且有关老年用户健康信息需求的研究尚有待加强.探索老年用户健康信息需求的内容和模型并寻求相关解决途径,可丰富老年用户健康信息需求的理论研究成果,并在实践中指导老龄化社会智慧养老以及在线医疗平台服务等议题.
3	评价语义标注相关实验的效果,展示语义标注的具体应用场景.同时,体现领域本体与语义标注语料不断更新、进化、形成互动的过程,旨在为专业领域的语义自动标注及智能搜索引擎的构建提供有益的参考.
1	数据挖掘是从庞大数据中挖掘出有潜在价值信息的信息处理技术,它包括神经网络、遗传算法、粗糙集、支持向量机和决策树等多门技术,其中神经网络法具有良好的自学习和含联想储存功能,能够高速寻找优化解,有效提高需求预测准确率.
3	研究发现:①大学生手机阅读行为呈现一定的群体特征,并且时间利用相对合理;②感知特性尤其是感知易用性、个性化尤其是信息系统个性化服务,对手机阅读持续使用意愿具有显著积极影响;③满意度在感知特性与持续使用意愿关系中发挥中介作用,其中感知货币价值对手机阅读的满意度影响较大.最后从流程设计、内容甄选和营销推广等方面给出相应建议.
3	实证研究表明,①国外阅读推广机构在阅读立法后产生了职能和架构的变化;②相关文献增长趋势与国外阅读立法的进程密切相关;③国外阅读立法产生了一批成功的阅读推广项目;④国外阅读立法形成或影响了一些阅读推广评估标准,且从评估的成绩来看国外阅读立法同样卓有成效.借鉴国外阅读立法显著影响了阅读推广的经验,我国应当就全民阅读进行立法.
3	研究发现,只有重视社交媒体情报"双刃剑"效应,在合理、合法、合规的基础上深度挖掘社交媒体情报,才能使之成为新媒体时代维护国家安全与发展的利器.
2	通过梳理网络直播+政务的研究缘起,探讨网络直播+政务的内涵界定,用参与式治理的视角,探讨了网络直播+政务推动公民参与社会治理的发生机制,分析了网络直播+政务在推动公民参与社会治理存在的几个问题.
1	针对新型冠状病毒肺炎疫情冲击下疫情信息发布存在的问题,建立现代治理视角下的疫情防控信息发布体系,为构建现代应急管理体系打下基础.
3	国外数字游戏长期保存存在4个特点:研究主体范围广,但是研究人数少;技术研究多以项目的形式呈现,研究项目大多受到研究机构/计划资助;研究方法多样;不同研究主题的研究程度不均衡,未形成完整的体系.我国可以从中获得的3个方面的启示:全面调研我国数字游戏保存的现状;加强理论研究,夯实理论基础;加强各界合作,参与国际合作.
2	通过社会网络分析和聚类分析等方法,对某课程在线学习协作平台的1096份协作日志进行分析 
3	中国新能源汽车产学研合作的热点技术领域集中于充电装置、传动装置和制冷系统;电池及充电设备相关技术将成为未来新趋势;北京是新能源汽车技术研发的核心区域.
3	在此基础上,提出面向社会用户“双创”实践驱动的高校图书馆冗余资源开发与情报服务策略.
2	通过对各类情报战略文件采用比较分析，对比各类战略在内容、结构等方面的差异，并采用层次分析法，将隶属不同层次的战略进行梳理、排列，发现各类战略的层级关系，并将之准确表述。
2	以竞争战略和竞争优势理论框架为基础,从产业环境角度辨识出能够影响企业专利威胁形成的关键因素,构建企业专利威胁预警的概念模型,分析其预警机理,并进行实证研究.
1	开放获取的发展得到了各方的普遍关注,了解世界范围内主要参与者的发展动态,有助于图书馆把握开放获取的发展趋势和开放获取所带来的机遇,参与开放获取,应对挑战.
3	针对不同类型的图书馆给出有效改善图书馆空间紧缩或阅读空间空置率高等现状的相应思路.
2	采用网络调查法和文献调查法,从历史沿革、设立目的和奖励办法等方面介绍该奖项,并对获奖案例进行较深入地分析.
1	作者共被引分析是探索领域知识结构的重要方法,在复杂的学科发展态势下,其依赖于共被引频次的作者关联度度量颇具争议.对此,提出一种基于语义和位置相似的作者共被引分析改良方法.
1	梳理并分析国外关于数据科学家能力体系的相关研究,为我国构建数据科学家能力体系提供参考借鉴,既有利于提高数据科学人才培养效率,也有益于满足数据科学家职业发展的需要.
1	情报生成理论解读了个体情报认知问题.情报共生研究则将情报认知研究引向知识群落情报认知的视域,以期对情报认知理论和实践进行更为全面而贴切的诠释.
1	消费者知识获取与分享行为直接影响着消费者决策过程,进而影响着市场主体与消费者之间的互动关系.
1	随着人工智能技术的发展与应用,其衍生的伦理问题日益受到关注,但是国内从理论或技术层面防范人工智能伦理冲突的情报评述非常有限,收集人工智能伦理知识情报是当下人工智能健康发展的迫切需求. 
3	微信群体性事件具有的鲜明特征:高效的参与风险控制、同质群体的利益驱动、以制造"政治压力"为直接目标、高度的组织化.建议基层政府:构建长效冲突化解路径,应对"高参与引起冲突VS低参与酝酿冲突"困境;培育"微信公民",应对"满足少数个体诉求"VS"保护公共利益"困境;创新政治吸纳机制,应对"制度化参与不得信任VS非制度化参与难以阻止"困境;因势利导"组织化",应对"有组织易激起冲突VS无组织难控制冲突"困境.
1	为优化期刊评价,该文综合多影响因素提出一种基于PageRank算法的期刊影响力新指标.
2	利用文献分析、归纳分析法,梳理解析我国国家情报立法历史沿革及现状趋势,同时对美国国家情报立法体系化建设经验进行分析总结.
1	研究虚拟知识社区的社会网络结构特征及影响因素,通过全面描述虚拟知识社区的人际关系网络结构,揭示影响网络形成的社会化过程.
1	读者通过移动终端获取图书馆信息服务的需求日益凸显,但移动图书馆的服务模式建设却存在开发形式单一、人文特色匮乏、服务效果不佳等问题.通过实例调研与分析研究寻求高校移动图书馆服务模式的建设与发展策略,为图书馆移动服务的搭建提供重要参考.
3	中国对本土区块链专利没有加速审查,相反,美国专利局给予本土申请人更快的审查速度,以加速本国申请人在区块链技术的竞争优势;此外,中美两国对高质量的区块链技术专利的审查周期相对较短.这反映了中美两国在新兴技术上的专利审查机制的差异和相同点.
1	研究情报政治化特性,有助于了解情报政治化现象,明确情报政治化影响,厘清情报与决策关系,以在情报实践中尽量避免情报政治化.
3	通过建设世界中国学数据库,可以促进对在域外进行中国问题研究的重要人物、重要机构、重要研究领域以及人物间关联的发现.此外,该数据库还为学者们开展更深层次、更多维度的相关研究提供数据基础.
2	通过对大学生进行深度访谈获取原始资料,在利用扎根理论编码提取FoMO关键特征的基础上编制FoMO初步量表;利用初步量表在大学生中施测获取样本数据,通过信效度检验对初步量表进行优化形成正式量表;通过聚类分析确定FoMO程度类别,并基于实测数据进行判别分析确定特定用户的FoMO程度.
1	在开放式创新理论的推动下,企业竞争情报活动问题成为研究热点.本文基于竞争情报活动-知识管理过程视角,剖析了企业竞争情报活动影响企业创新绩效的机理,为提高企业创新绩效开拓新思路.
2	首先明确界定单个科研成果合著贡献度的概念内涵和前提假设,归纳出均分式、顺序式、哑铃式和比例式4种合著场景;然后在综合对比国外机构知名合著标准基础上,制定合著者6阶段基本标准和辅助说明;最后总结出合著贡献度的整体计算流程,为4种不同场景下合著贡献度设计和计算提供详细的步骤和计算方法.
3	研究结果表明,成渝城市群政府数据开放政策的结构特征表现为命令型、激励型政策工具使用偏多,能力建设型和系统变化型政策工具使用偏少;政策目标着重于数据层面的政务数据开放共享和大数据应用,对于智慧政府建设目标重视程度不够;政策力度总体与政府数据开放趋势变化较为一致,但有待加强.因此,政府数据开放政策需要全面综合运用4种政策工具,同时协调政策目标的结构,加强政策力度,推动政府数据开放的系统发展.
1	经济全球化与社会信息化促使技术驱动发展成为当今主流发展方式,技术竞争情报分析对于高技术企业发展日益重要.
1	移动医疗场景下的隐私保护是当下亟待解决的重要课题,对其用户隐私政策阅读效果的研究不仅可以激发用户隐私政策阅读意愿、提高用户隐私保护意识,且有利于移动医疗的普及和应用.
1	针对一微博子网,从主题细分的角度对用户间历史交互记录进行研究,发现用户间交互的主题偏好特征,以期从微观层面了解用户信息传播行为的规律.
2	以Scopus数据库作为数据源,以2000-2016年中国学者发表的会议论文为研究对象,从产出和影响力两方面分析会议论文的领域差异性与载体差异性.
2	采用内容分析、理论与实践相对照以及案例解读相结合的方法,对有关文献进行全面地梳理和归纳,系统地评述我国全民阅读理论与实践研究进展.
2	采用问卷调查、深度访谈等研究方法,设计量表并进行实证分析,在验证相关变量关系基础上,建构基于跨界融合的多方协同式政府数据开放共享模型,并对此模型进行阐释.
2	选取2007-2015年面板数据,使用空间杜宾分析法分析对中国大陆31个省市自治区的科技创新信息要素资源配置的各项影响因素进行研究.
2	以美国情报管理制度为研究对象,结合事件系统理论、风险社会理论和相关研究,从事件属性、利益要素和风险要素三个维度,构建影响因素分析框架.通过引入22个具有代表性的美国情报管理制度变革案例,并借助定性比较分析方法,对影响变革的动因进行深入探究.从风险与利益视角揭示了美国情报管理制度变革的三种组合因素及演进特征.
1	我国智库存在建设跟不上、不适应国家发展所面临的复杂局面等问题。从融合情报流程和完善智库运行机制的视角，来探讨智库建设途径具有现实和理论的价值。
2	基于工作行为理论,将IS用户行为分为角色内行为和角色外行为.通过对国内外研究进行系统回顾与梳理,提炼出一个理论分析框架.
1	科研合作中的协同信息行为具有复杂性和多元主体参与特性,研究科研合作协同信息行为的行为规范与控制体系是实现科研协同目标及协同信息行为全面控制的重要基础.
1	通过引入中心词概念,提出一种改进LDA主题模型,以期在微博热点话题发现中获得更好的话题分布效果.
1	情报与外交活动之间关系的适度性处理,不仅是国家安全方面的重要课题,同时也是平衡协调国家之间博弈关系、应对威胁和处理危机的重要保障.
3	该文提出了结合TRIZ原理的创新专利分析方法,采用TRIZ思维的专利市场价值评估模型,利用TRIZ思维的专利质量提升工作流程,为专利工作者培育高价值专利提供了针对性、实效性较强的参考.
3	实证预测结果表明，基于网络搜索数据的混频预测模型的预测精度相比传统同低频数据模型有了近50%的提升，预测精度和方向上均有显著提高。
2	分析大数据环境下安全管理对情报的依赖性,以及情报在安全管理流程中的主导作用,进而提出大数据环境下情报主导的安全管理体系,并构建大数据环境下情报主导的安全管理模型.
1	为了探究中日韩的国际科学合作中的主导地位及变化趋势.
2	以深度学习中卷积神经网络为基础模型,将题名、摘要、关键词、刊名、作者、机构等题录信息分为显性特征和隐性特征,通过显性特征提取、隐性特征映射等步骤,形成特征词数组,在此基础上生成词向量矩阵,经过卷积层、池化层与Softmax层处理,完成分类任务.
1	揭示科学数据开放共享中的数据安全问题,提出相应的治理对策,以更好地促进我国科学数据开放共享实践.
2	基于宾夕法尼亚大学《2015年全球智库报告》顶级智库排名，选取其中美国6家一流智库作为研究样本，以百年发展历程和主要影响因素进行纵向和横向分析，从研究宗旨、组织建设、人才流动、经费筹集、研究主题、研究过程以及影响力等方面分析美国智库百年发展的规律与特征。
2	系统梳理高校图书馆微博阅读推广现状;以图书馆阅读推广专题微博——@大学生阅读分享平台为例,从阅读方向引导、阅读方法指导、阅读资源推荐、阅读活动直播、阅读体会分享等方面介绍阅读推广的主要内容及栏目,讨论具体的实施方式.
3	通过理论分析指导,从几个方面提出全国科技创新中心建设过程中的对策与建议:加强顶层设计,规划完善全国科技创新中心的核心功能;充分发挥北京建设全国科技创新中心的战略指导作用;中央和地方政府合力优化政策环境.
1	研究并构建移动阅读平台的服务框架,以从共性上探讨如何有效支撑移动互联环境下的全民阅读问题.
2	基于科技论文研究设计指纹的概念模型,提出基于多规则模式混合机器学习方法,设计并实现指纹识别算法,并以数据挖掘领域的期刊文献数据为例,对识别算法的可行性与有效性进行分析验证.
3	研究表明，影响因子、5年影响因子、被引半衰期的协调指数较高；特征因子、总被引频次的协调指数较低；对学科学术期刊协调指数评价有利于优化学科布局；学科学术期刊评价指标协调指数可以作为评价学科活跃度的反向指标。物理学的活跃度最大，生物学次之，数学活跃度最低。
2	利用供需平衡思想,基于产业技术创新主体(企业)类型维、技术创新流程维、专利信息服务需求维等3个雏度,设计出产业用户对高校图书馆专利信息服务的需求体系框架,从需求内容、服务平台、供给主体和支撑体系等方面揭示产业技术创新对高校图书馆专利信息服务的需求.
2	采用实验法与问卷调查相结合的方法来探索个人特征对网络信息偶遇的影响因素.
3	替代价格昂贵的硬件网络设备,大大降低投入成本、提高网络效率,促进健壮校园网络与经济型校园网络双赢,为高校资源建设投入提供有价值的实践.
3	日本通过数次改革,现已构建较为完备、协调的情报体制机制,并仍在不断的完善与发展.
3	美国科技情报活动意在封锁中国技术输出,在政府层面具有明确的职能分工和全政府投入特征,以及结构化信息采集与分析、跨部门协同作战等特点.
3	通过建立多元引才机制、注重本土人才培育、完善人才激励机制、健全人才评价体系和规范人才流动管理五个方面措施的制定和实施,实现对吉林高校科技人才流动失序问题的解决.
2	基于N大学图情专业研究生的就业调研数据,使用BOD模型测算个体就业质量的最优权重和最优指数,对微观就业质量的分布状况和平衡性进行分析,考察性别、学位类型、专业等多个因素对就业质量的影响.
3	从生态学角度对叙词表概念的稳定性进行了解释,同时证明叙词表概念存在数量稳定性和关系稳定性,并依据此对叙词表的更新维护提出一定建议.
3	应急情报需求开发工程化范式契合了应急情报快速响应的要求,符合用数据说话的时代要求,丰富了情报工程的理论体系.
2	基于JQuery技术和Chro-mium Extension机制,实现插件的网页信息提取、用户身份验证、专题和查重设置以及远程存缴/发布等功能.
1	犯罪行为的分布和发生在时间上和空间上具有一定的规律性.犯罪情报预测分析对于获取未来的犯罪变化动态具有重要意义.传统的犯罪情报预测分析,要求熟悉政治、人文、经济、地理等多方面因素和社会犯罪动态变化规律,具有一定的局限性.因此需要探究新方法.
3	通过研究发现,该模式取得的成就主要包括各方资源有效整合、政府网络安全提升、应对网络事件能力加强和打击网络犯罪效率提高等;而缺陷与不足包括政府并未有效应对企业网络安全,绩效评估框架和监督机制缺乏等.因此,英国未来网络安全机制的发展需要继续发扬政府主导模式的优点,同时进一步完善其不足之处.
1	预测用户是否转发、评论通缉微博,研究及评估影响通缉微博传播的重要特征,有助于公安微博提升其运营绩效,增强警民之间的沟通和合作.
1	基于专业性多源网络数据,构建同质性或异质性领域知识图谱.
3	研究分析发现自媒体是一个新兴事物,加上我国没有专门的法律对其规定,网络司法舆情案件易成为舆论暴力、干预司法独立,影响普法宣传的工具.参与网络司法舆情案件的主体主要包括网络媒体、事件当事人、司法机关等,现代的社会治理,逻辑顺序是法(治)、理(性)、情(感),而不是情理法,因此,加强针对网络司法舆情相关主体的法律规制,教育民众理性参与网络司法舆情案件是促进网络司法舆情顺利发展的方向路径.检察机关、理论专家等第三方主体参与网络司法舆情案件可以加强民众对法律的信任度,更好的促进我国的法治化进程.
2	以网络思维为指导,基于标签之间的同现关系构建领域知识网络.依据核心-边缘结构分析方法,遵循时间序列对标签层级的演化情况,从描述统计、显著性分析、层级升降演化等方面进行跟踪研究.
2	依托期望确认模型、信息系统成功模型和沉浸理论,构建移动虚拟社区持续信息搜寻意愿影响因素模型.通过问卷调查收集数据,采用PLS结构方程模型进行数据分析.
1	卫星导航作为战略新兴产业,逐渐成为各国竞争焦点.深入研究中国卫星导航专利技术产业化发展战略,对于全面、客观判断发展态势和竞争环境,及有针对性地完善相关政策具有重要意义.
1	基于科学数据构建合作网络,并与传统出版物合作网络进行比较,从网络分析层面解读两个合作网络的差异,为科学数据管理工作提供借鉴.
2	对个人信息保护政策社会化媒体用户评论文本数据进行了6个政策维度的划分,构建了用于辅助挖掘公众评价的政策评价词表,并利用深度学习模型实现了社会化媒体下公众对个人信息保护政策在不同政策维度的评价判别.
3	随着群体平均节点度的增大,观点聚合速度越快;随着个体间信任程度的增大,最终演化后的观点数量将会越少.
3	提出了地方高校智慧图书馆建设所面临的问题,指出了地方高校智慧图书馆建设亟待加强的几个主要方面.
1	分析虚拟学术社区科研人员信息行为的协同机制,揭示科研人员信息行为的协同效应,促进科研人员信息行为效率的提高和虚拟学术社区管理的优化.
3	五种机制都在奈拉滨药物的专利引用关系的形成过程发挥了作用.但三种效应对于奈拉滨药物的专利引用关系的形成作用最为显著:共享发明人关系协同效应、共享家族关系协同效应、传递效应.一些辅助机制也会对专利引文关系形成产生影响,如引文时滞、权利要求数量和参考文献数量.
1	为解决服务质量评价难以量化、数据来源可信度低等问题,本文提出一种在线评论情感分析和多属性法相结合的酒店服务质量测量模型.
1	分析国外知识产权优势企业的管理经验特点，探讨相关经验的内在规律，并加以适度借鉴，对提升我国企业知识产权管理水平不无益处。
2	首先对电子资源管理系统和开源电子资源管理系统的发展进行回顾.接着对CORAL的功能模块、应用实施情况、技术特色进行详细介绍,并对其发展现状展开分析.最后对国内图书馆电子资源解决方案的选择提出看法,对引进CORAL电子资源管理系统提出实施建议 
3	梳理出电子政务服务价值共创实现流程,阐释了电子政务服务价值共创实现过程模型.
2	在对逆向知识转移相关研究进行梳理与评述的基础上,分析企业知识向区域创新系统外部主体逆向转移的方式和条件,构建面向区域创新系统的逆向知识转移平台,提出促进区域创新系统的逆向知识转移的对策,实现逆向知识转移对区域创新系统整体创新水平的提升.
3	情报学作为独立的一级学科存在的三个问题:情报学如果作为一级学科,图书馆学的归属和档案学的划归问题使得情况可能会变得比较复杂;情报学与现有多个相关名称的关系问题;"情报学"很可能难于找到一个完全对应的英语词.
2	提取目标学科节点文献-其跨学科参考文献-跨学科参考文献关键词关系数据.以跨学科参考文献关键词被目标学科引用的强度,测定其与目标学科的相关性;以该关键词在目标学科中作为作者标引关键词出现的频次,测定其知识输入新颖程度.两者结合,构建学科相关新颖性指数(IDN指数),计算跨学科引文关键词在目标学科中的新颖且相关程度,识别在目标学科具有较大合作潜力的跨学科相关知识.
1	对《新媒体联盟地平线报告:2015图书馆版》(简称《报告》)体例和内容重新审视和解读,有助于国内图书馆积极应对技术创新的挑战,促进新技术应用发展.
2	在总结现有相关研究成果的基础上,借鉴信息生态理论、资源共享理论,采用逻辑分析方法,首先探讨网络信息生态链资源共享的主客体范围及选配策略,进而提出网络信息生态链资源共享模式和保障策略.
3	通过研究发现,"五眼联盟"涉华情报逻辑主要包括三方面,即冷战思维作祟、情报政治化的风险、涉华的扩员逻辑.基于此可知,"五眼联盟"正在发展成为反华同盟,此现象需要中国加强重视.
1	探索网络舆情演化的内在机理能够对舆情发展获得更深层的洞见,有助于相关单位或部门在舆情事件中实现科学的决策与引导.
2	通过对北京、广州和哈尔滨三地1900多个数据集的调查分析,归纳出影响数据可用性的16类质量问题,进而构建7个质量维度和度量指标,计算数据平台中全部数据集各个质量指标的平均值和标准差.
1	归纳整理国家自然科学基金对科技论文资助效果研究的现状,存在的问题及其原因和对策,有助于为今后合理评价国家自然科学基金对科技论文的资助效果提供研究方向.
2	基于2017年中兴通讯股份有限公司遭受美国商务部违反技术出口管制法律指控和处罚实际案例,采用文献资料研究与案例研究相结合的方法,以两份证据文件作为研究对象,分析证据文件核心内容,从企业高端竞争情报产品的特点、提供企业高端竞争情报产品的专业能力要求、证据文件揭示的企业竞争情报工作真实情况3个方面进行分析.
3	对数字人文课程建设提出建议,包括组建教师团队、打造应用场景和将数字人文课程作为基础素质教育课程等.
